image_id,v9_iou,v9_ari,used_v8,cov7,prec7,areaU7,cov8,prec8,areaU8
185,0.9701951201415446,0.9514090823744789,0,0.42282615818098424,0.9813322180822751,0.4308695367276063,0.5771738418190158,0.9629923196763878,0.5993545639211061
186,0.4971166679245118,0.14647353457535017,0,0.3392964045497764,0.9761410262904615,0.3475895341057154,0.39143219354157127,0.981154559096125,0.39895059337253935
188,0.8935893951719854,0.7964745180604955,0,0.46358699208270626,0.9576265459214706,0.48409998037034613,0.4681508866060328,0.957701703309574,0.48882745534253746
189,0.8658740872040173,0.37156769350368546,0,0.835548755219789,0.9846731780616078,0.8485543973733704,0.16445124478021103,0.9695545950009397,0.16961524975295655
194,0.7286432160787224,0.41054112794570025,0,1.0,0.9709712998380776,1.029896558391338,1.0,0.9709712998380776,1.029896558391338
197,0.9639095059531106,0.91542005924735,0,0.602441570958156,0.9821148004608777,0.6134125773030279,0.602441570958156,0.9821148004608777,0.6134125773030279
200,0.9620272163249848,0.9529895609207061,0,0.30803485306411166,0.996411856474259,0.30914410648832874,1.0,0.9642536040923888,1.0370715709600669
201,0.4761919610824279,0.23741809370083464,0,0.4995977743514111,0.976033003732565,0.5118656566333714,0.9982905409934973,0.9709209453952731,1.0281893142052692
202,0.9757763674193315,0.9690856626407195,0,0.31880806421032676,0.9907202828104287,0.3217942235985591,1.0,0.9669100797457912,1.0342223345762498
205,0.9397586299860444,0.8938814490575467,0,0.43552452042700057,0.9732395881909818,0.44749979934184125,0.43552452042700057,0.9732395881909818,0.44749979934184125
207,0.9942928197902235,0.9891043352911328,0,0.4836879208421585,0.9812730479397146,0.49291878734233235,0.4836879208421585,0.9812730479397146,0.49291878734233235
210,0.9596081184974768,0.9276186953768438,0,0.45790174367633213,0.9760520487264673,0.4691366042146962,0.45790174367633213,0.9760520487264673,0.4691366042146962
213,0.9930853515797557,0.9881285138292231,0,0.43250399523705074,0.9856112539274493,0.43881803653683454,1.0,0.9758879562099598,1.024707799329427
214,0.9579820597526203,0.9253830282191597,0,0.4432825495905661,0.969596734464072,0.45718238710403963,0.13816181083994272,1.0,0.13816181083994272
215,0.9326214085905611,0.8898511381787468,0,0.40051729400613684,0.9709845770369216,0.41248574228476875,0.9944254341574694,0.9750181142299089,1.019904573714396
216,0.7839580467652912,0.5927362371928416,0,0.4211956951182894,0.9742296304419344,0.43233718412693395,0.4211956951182894,0.9742296304419344,0.43233718412693395
219,0.9865377635497193,0.9752512451645622,0,0.4618775278058645,0.9777918993946286,0.47236792214357937,1.0,0.9684951419172213,1.032529701718908
221,0.9929195110303447,0.9864352249835218,0,0.48572102902997405,0.987145049884881,0.4920462591456219,0.48572102902997405,0.987145049884881,0.4920462591456219
222,0.9643861293285574,0.9627870357241152,0,0.2431747331297037,0.998448509923072,0.24355260257581005,0.7568252668702963,0.975406343215438,0.775907673898668
224,0.9821588695433593,0.9650922415046137,0,0.4904898773343385,0.9831570331192545,0.4988927107383499,0.4904898773343385,0.9831570331192545,0.4988927107383499
228,0.9899825353379577,0.9815304017119233,0,0.4813052345343304,0.9865304226660474,0.48787672784953545,0.5186947654656696,0.98870788596816,0.5246188210158299
229,0.9949009323973087,0.9914670007420535,0,0.45612585573129194,0.9900812532025474,0.46069537652176845,0.5438741442687081,0.9460053965274519,0.5749165345833473
236,0.9860848595418559,0.974106791249201,0,0.4727052871076037,0.9818241903502974,0.48145614230481615,0.4727052871076037,0.9818241903502974,0.48145614230481615
