image_id,baseline_iou,baseline_ari,strict_handcrafted_iou,strict_handcrafted_ari,strict_ptd_heur_iou,strict_ptd_heur_ari,strict_ptd_learned_iou,strict_ptd_learned_ari,delta_ptd_learned_iou_vs_baseline,delta_ptd_learned_ari_vs_baseline,delta_ptd_learned_iou_vs_handcrafted,delta_ptd_learned_ari_vs_handcrafted
rwtd_16,0.3205199115031585,0.19329039337967396,0.7429272854787399,0.44148573822988535,0.7429272854787399,0.44148573822988535,0.7429272854787399,0.44148573822988535,0.42240737397558137,0.24819534485021139,0.0,0.0
rwtd_17,0.7562127999002757,0.40222631561155364,0.7041365209174203,0.0271502895147671,0.7041365209174203,0.0271502895147671,0.6882217564610031,0.2882258957200118,-0.06799104343927254,-0.11400041989154186,-0.015914764456417152,0.26107560620524467
rwtd_18,0.41722402896174565,0.00021539439367717942,0.8442274554805042,0.8298022781754189,0.8442274554805042,0.8298022781754189,0.8442274554805042,0.8298022781754189,0.4270034265187585,0.8295868837817417,0.0,0.0
rwtd_22,0.9799799129528625,0.9638302037203728,0.5523486795969612,0.08658213264852713,0.5523486795969612,0.08658213264852713,0.5523486795969612,0.08658213264852713,-0.42763123335590125,-0.8772480710718457,0.0,0.0
rwtd_24,0.3371258440102484,-0.036870619182707384,0.5891590678815677,-0.08432414431631631,0.5891590678815677,-0.08432414431631631,0.5891590678815677,-0.08432414431631631,0.25203322387131927,-0.047453525133608926,0.0,0.0
rwtd_25,0.4584103512003337,0.10597918203421988,0.7858994783344707,0.6253896103822887,0.7858994783344707,0.6253896103822887,0.7858994783344707,0.6253896103822887,0.327489127134137,0.5194104283480688,0.0,0.0
rwtd_27,0.5268339057891823,-0.039839518162418985,0.6878451908493726,0.5819148974323031,0.6878451908493726,0.5819148974323031,0.6878451908493726,0.5819148974323031,0.16101128506019025,0.6217544155947221,0.0,0.0
rwtd_28,0.0,0.0,0.5180204587614435,0.010845283786806362,0.5180204587614435,0.010845283786806362,0.5180204587614435,0.010845283786806362,0.5180204587614435,0.010845283786806362,0.0,0.0
rwtd_30,0.5599093997724426,0.0802684807466176,0.4863284808126955,-0.0029902254855175225,0.4863284808126955,-0.0029902254855175225,0.4863284808126955,-0.0029902254855175225,-0.07358091895974711,-0.08325870623213513,0.0,0.0
rwtd_33,0.07834385659322457,-0.07325622376211208,0.9384828862077845,0.9488761773436472,0.9384828862077845,0.9488761773436472,0.9384828862077845,0.9488761773436472,0.8601390296145599,1.0221324011057593,0.0,0.0
rwtd_34,0.40702910678167836,0.0015280963623113414,0.7059415911367608,0.16658539366465086,0.7059415911367608,0.16658539366465086,0.7358642538782941,0.2643465936984358,0.32883514709661577,0.26281849733612445,0.029922662741533324,0.09776120003378491
rwtd_36,0.9086906308581731,0.9133141527782086,0.7679397706263184,-0.028408652093583647,0.7679397706263184,-0.028408652093583647,0.7679397706263184,-0.028408652093583647,-0.1407508602318548,-0.9417228048717923,0.0,0.0
rwtd_38,0.6412026689172979,0.05795778965439111,0.14688782489614494,0.17823113749980576,0.14688782489614494,0.17823113749980576,0.37459864430699535,0.3864347602479326,-0.2666040246103026,0.3284769705935415,0.22771081941085042,0.20820362274812684
rwtd_39,0.24754112629417804,-0.02754352136868605,0.4339338386875037,-0.011615276121343908,0.4339338386875037,-0.011615276121343908,0.4339338386875037,-0.011615276121343908,0.18639271239332564,0.01592824524734214,0.0,0.0
rwtd_40,0.09756365232606692,0.038711560340664856,0.4491267368994815,0.2633309043174153,0.4491267368994815,0.2633309043174153,0.4491267368994815,0.2633309043174153,0.35156308457341456,0.22461934397675043,0.0,0.0
rwtd_41,0.29397904925606716,0.050139505050676214,0.7110662953348201,0.08119809134318678,0.7110662953348201,0.08119809134318678,0.7110662953348201,0.08119809134318678,0.41708724607875297,0.03105858629251057,0.0,0.0
rwtd_44,0.4288193075152383,0.11294558240221865,0.5785660597950172,0.1470326503763343,0.5785660597950172,0.1470326503763343,0.5785660597950172,0.1470326503763343,0.1497467522797789,0.03408706797411566,0.0,0.0
rwtd_45,0.46366333962648054,0.15422618095369484,0.9920352482606046,0.9799344154844501,0.9920352482606046,0.9799344154844501,0.9920352482606046,0.9799344154844501,0.5283719086341241,0.8257082345307554,0.0,0.0
rwtd_47,0.5407125082667946,0.3077875920616331,0.7181839925187141,0.3652179964225895,0.7181839925187141,0.3652179964225895,0.8109277792785036,0.5857252218022041,0.27021527101170895,0.277937629740571,0.09274378675978945,0.2205072253796146
rwtd_48,0.6433563232412058,-0.10635428616078553,0.004897498452454398,-0.006467229169914241,0.004897498452454398,-0.006467229169914241,0.5622838000208239,0.0694995848906114,-0.08107252322038194,0.17585387105139694,0.5573863015683695,0.07596681406052563
rwtd_51,0.20360514011761224,0.02945361851534277,0.9915476077806429,0.9837091932964744,0.9915476077806429,0.9837091932964744,0.9915476077806429,0.9837091932964744,0.7879424676630307,0.9542555747811317,0.0,0.0
rwtd_54,0.38478004455731607,0.29017249030654113,0.11010101010052656,0.07195128635886919,0.11010101010052656,0.07195128635886919,0.9242464188396954,0.7980785390479201,0.5394663742823793,0.507906048741379,0.8141454087391689,0.726127252689051
rwtd_56,0.17475884762985205,0.04223701416258004,0.49305339015262956,0.006222679936947743,0.49305339015262956,0.006222679936947743,0.49305339015262956,0.006222679936947743,0.3182945425227775,-0.0360143342256323,0.0,0.0
rwtd_58,0.3453997392995182,0.06944507135192667,0.5271623199680386,0.0038435354469673823,0.5271623199680386,0.0038435354469673823,0.5271623199680386,0.0038435354469673823,0.1817625806685204,-0.06560153590495928,0.0,0.0
rwtd_59,0.05021712867714691,0.007510162740286086,0.6472544527369609,0.1721916929829462,0.6472544527369609,0.1721916929829462,0.9777821250880951,0.9520630079952028,0.9275649964109483,0.9445528452549168,0.3305276723511342,0.7798713150122566
rwtd_60,0.022622016387501682,0.011584064529602693,0.4720043219870945,0.04903312588417231,0.4720043219870945,0.04903312588417231,0.4720043219870945,0.04903312588417231,0.44938230559959286,0.037449061354569615,0.0,0.0
rwtd_63,0.050506846878777996,-0.022156456985337775,0.5803833007803644,-0.06334319042936673,0.5803833007803644,-0.06334319042936673,0.5803833007803644,-0.06334319042936673,0.5298764539015863,-0.041186733444028956,0.0,0.0
rwtd_67,0.21977746363213146,-0.01654661729378207,0.6175693527071096,0.007940730351116147,0.6175693527071096,0.007940730351116147,0.6175693527071096,0.007940730351116147,0.3977918890749781,0.024487347644898218,0.0,0.0
rwtd_69,0.30191557891082693,0.0586849665538106,0.5006832062945513,0.0023658007690598205,0.5006832062945513,0.0023658007690598205,0.5006832062945513,0.0023658007690598205,0.1987676273837244,-0.05631916578475078,0.0,0.0
rwtd_70,0.2764866615953224,0.043469200826058145,0.5002860700694977,0.0043111167734646615,0.5002860700694977,0.0043111167734646615,0.5002860700694977,0.0043111167734646615,0.22379940847417523,-0.03915808405259348,0.0,0.0
rwtd_71,0.7317908653802175,0.7191622858225476,0.6451263427724531,-0.1070666250908481,0.6451263427724531,-0.1070666250908481,0.5082702636710994,-0.0636713516836982,-0.22352060170911814,-0.7828336375062458,-0.13685607910135367,0.04339527340714991
rwtd_73,0.8637114992537779,0.7208457633812736,0.5145562903085729,0.00819147904293595,0.5145562903085729,0.00819147904293595,0.5145562903085729,0.00819147904293595,-0.349155208945205,-0.7126542843383377,0.0,0.0
rwtd_74,0.006915230795807885,-0.0007645154341757959,0.5772942798524107,0.05204363029635495,0.5772942798524107,0.05204363029635495,0.5772942798524107,0.05204363029635495,0.5703790490566027,0.05280814573053074,0.0,0.0
rwtd_76,0.9708509176531198,0.9463540391536823,0.9867586669246395,0.9712766577044685,0.9867586669246395,0.9712766577044685,0.9867586669246395,0.9712766577044685,0.015907749271519722,0.024922618550786146,0.0,0.0
rwtd_77,0.3049506634883893,0.3521873428495432,0.7677795458706657,-0.04950747424034051,0.7677795458706657,-0.04950747424034051,0.7677795458706657,-0.04950747424034051,0.4628288823822764,-0.4016948170898837,0.0,0.0
rwtd_78,0.47660178172690615,0.03663171890834743,0.6308135986318499,-0.016049487760970427,0.6308135986318499,-0.016049487760970427,0.6308135986318499,-0.016049487760970427,0.1542118169049438,-0.05268120666931786,0.0,0.0
rwtd_79,0.8120690880601885,0.8201265655990184,0.7994220018306443,0.1253430355511851,0.7994220018306443,0.1253430355511851,0.7854125387850286,0.40299273999714513,-0.026656549275159924,-0.4171338256018733,-0.014009463045615678,0.27764970444596004
rwtd_84,0.6058673913790358,0.08579964811798209,0.7291871365198258,0.47411747258388603,0.7291871365198258,0.47411747258388603,0.7291871365198258,0.47411747258388603,0.12331974514079003,0.38831782446590396,0.0,0.0
rwtd_85,0.005293054479717807,-0.0018863443649180952,0.5653708598964929,-0.004753192977365999,0.5653708598964929,-0.004753192977365999,0.5653708598964929,-0.004753192977365999,0.5600778054167751,-0.0028668486124479036,0.0,0.0
rwtd_86,0.34780261310779664,0.06611928013262147,0.7806515218241339,0.4595240706438179,0.7806515218241339,0.4595240706438179,0.865857635328273,0.6786773064794634,0.5180550222204763,0.612558026346842,0.08520611350413909,0.21915323583564555
rwtd_88,0.5603867188151904,0.017687699198391412,0.5073298511929631,-0.03761245705970963,0.5073298511929631,-0.03761245705970963,0.5073298511929631,-0.03761245705970963,-0.05305686762222728,-0.055300156258101044,0.0,0.0
rwtd_91,0.2872085048002766,0.05703079009472506,0.5963304464674549,0.11558859975540021,0.5963304464674549,0.11558859975540021,0.5963304464674549,0.11558859975540021,0.3091219416671783,0.058557809660675156,0.0,0.0
rwtd_93,0.039089369128794495,-0.012576664478678756,0.4879892902924655,0.016795837071228194,0.4879892902924655,0.016795837071228194,0.4879892902924655,0.016795837071228194,0.448899921163671,0.02937250154990695,0.0,0.0
rwtd_95,0.6310476245872311,0.37558071967335,0.9730045835278236,0.9485541596919951,0.9730045835278236,0.9485541596919951,0.9730045835278236,0.9485541596919951,0.3419569589405925,0.572973440018645,0.0,0.0
rwtd_96,0.0901098901096515,-0.016595711616303885,0.48179186073609115,0.004248044706487994,0.48179186073609115,0.004248044706487994,0.48179186073609115,0.004248044706487994,0.39168197062643967,0.02084375632279188,0.0,0.0
rwtd_101,0.18512187871535593,-0.0006678527554990479,0.6874580230670537,0.45333507476182916,0.6874580230670537,0.45333507476182916,0.6874580230670537,0.45333507476182916,0.5023361443516978,0.4540029275173282,0.0,0.0
rwtd_102,0.4658684419690686,0.4039112931747566,0.7468776019971614,0.029845522099042027,0.7468776019971614,0.029845522099042027,0.7468776019971614,0.029845522099042027,0.28100916002809273,-0.3740657710757146,0.0,0.0
rwtd_103,0.26520634513916774,-0.07189706281557905,0.5570770647826879,-0.07302920718734908,0.5570770647826879,-0.07302920718734908,0.5570770647826879,-0.07302920718734908,0.2918707196435202,-0.001132144371770033,0.0,0.0
rwtd_104,0.8030116779101718,0.8762128898564749,0.9055023193345558,-0.04333967354913025,0.9055023193345558,-0.04333967354913025,0.8858991825311343,0.9316267607243622,0.0828875046209625,0.055413870867887294,-0.019603136803421517,0.9749664342734925
rwtd_106,0.7941894531237882,-0.06916256459665963,0.7823486328113062,-0.07749287271627674,0.7823486328113062,-0.07749287271627674,0.7823486328113062,-0.07749287271627674,-0.011840820312482014,-0.008330308119617102,0.0,0.0
rwtd_107,0.5642465862167271,0.10819067807089379,0.9307275973637688,0.8541887022092,0.9307275973637688,0.8541887022092,0.9307275973637688,0.8541887022092,0.3664810111470417,0.7459980241383062,0.0,0.0
rwtd_109,0.44464794464693924,0.047581954850792633,0.056502098190610875,-0.03117970343998267,0.056502098190610875,-0.03117970343998267,0.5493862548044962,0.00970248119891146,0.10473831015755697,-0.03787947365188117,0.49288415661388535,0.040882184638894134
rwtd_118,0.8701385041454831,0.8990910734087569,0.6987402426760975,-0.054093552052229675,0.6987402426760975,-0.054093552052229675,0.6987402426760975,-0.054093552052229675,-0.17139826146938564,-0.9531846254609866,0.0,0.0
rwtd_121,0.30446439452287255,0.19648222777890686,0.17846548822978045,-0.10022485417058964,0.17846548822978045,-0.10022485417058964,0.8490161549638634,-0.010466349654269647,0.5445517604409909,-0.20694857743317652,0.6705506667340829,0.08975850451631999
rwtd_122,0.9403876103104909,0.877817529852189,0.560521703267415,0.048166937376162934,0.560521703267415,0.048166937376162934,0.560521703267415,0.048166937376162934,-0.3798659070430759,-0.829650592476026,0.0,0.0
rwtd_125,0.0656980279731003,-0.023288320725383775,0.9094795189735556,0.8834196118056267,0.4192215322693714,0.010306860502431858,0.9094795189735556,0.8834196118056267,0.8437814910004553,0.9067079325310105,0.0,0.0
rwtd_128,0.25940572894260683,0.2300769085870944,0.7003663975318727,0.12160542999873486,0.7003663975318727,0.12160542999873486,0.7151151964506371,0.16934745504360477,0.4557094675080303,-0.06072945354348963,0.01474879891876446,0.04774202504486991
rwtd_129,0.804453095326613,0.5601511141096163,0.6105005695895421,0.06305535968451749,0.6105005695895421,0.06305535968451749,0.6105005695895421,0.06305535968451749,-0.1939525257370709,-0.4970957544250988,0.0,0.0
rwtd_134,0.9629367934193123,0.9308033259757887,0.5749547024023538,0.0565779663036624,0.5749547024023538,0.0565779663036624,0.37904344180224125,0.16908922920409333,-0.583893351617071,-0.7617140967716954,-0.19591126060011255,0.11251126290043093
rwtd_139,0.7269590382882709,0.4907703636381985,0.5720714546770558,0.18259717593976194,0.5720714546770558,0.18259717593976194,0.5720714546770558,0.18259717593976194,-0.15488758361121513,-0.30817318769843655,0.0,0.0
rwtd_142,0.32189345500553646,0.11153619633604023,0.7007631257620562,-0.08876137375064756,0.7007631257620562,-0.08876137375064756,0.7007631257620562,-0.08876137375064756,0.3788696707565198,-0.2002975700866878,0.0,0.0
rwtd_149,0.5366964364653446,0.1273877357360265,0.5933328612389028,0.07992319263956701,0.5933328612389028,0.07992319263956701,0.5933328612389028,0.07992319263956701,0.056636424773558236,-0.04746454309645948,0.0,0.0
rwtd_175,0.4667220146664129,-0.0039086386017376275,0.8362185586847127,0.6109207651554744,0.8362185586847127,0.6109207651554744,0.8362185586847127,0.6109207651554744,0.36949654401829984,0.6148294037572121,0.0,0.0
rwtd_176,0.2686337677531949,0.29066566562612006,0.8818914003622034,0.5431316318118653,0.8818914003622034,0.5431316318118653,0.8818914003622034,0.5431316318118653,0.6132576326090085,0.25246596618574524,0.0,0.0
rwtd_178,0.2387556893515437,0.11109660833982767,0.5324927579904347,0.012695555677155067,0.5324927579904347,0.012695555677155067,0.5324927579904347,0.012695555677155067,0.29373706863889104,-0.0984010526626726,0.0,0.0
rwtd_180,0.6104985965199221,0.34699475712820077,0.5751148488430367,0.08909674617790825,0.5751148488430367,0.08909674617790825,0.5751148488430367,0.08909674617790825,-0.03538374767688546,-0.2578980109502925,0.0,0.0
rwtd_181,0.6803387502850685,3.442992337049044e-05,0.9124132143115703,0.0002872988957086332,0.9124132143115703,0.0002872988957086332,0.9124132143115703,0.0002872988957086332,0.23207446402650178,0.0002528689723381428,0.0,0.0
rwtd_182,0.8246755229780892,0.6802802914454698,0.48992947455287833,-0.0005526216580770827,0.48992947455287833,-0.0005526216580770827,0.48992947455287833,-0.0005526216580770827,-0.3347460484252109,-0.6808329131035469,0.0,0.0
rwtd_183,0.18443452285297132,0.04477243678769855,0.5462694316334082,-0.0014314007738731084,0.5462694316334082,-0.0014314007738731084,0.5462694316334082,-0.0014314007738731084,0.3618349087804369,-0.04620383756157166,0.0,0.0
rwtd_184,0.0,0.0,0.9709620813291051,0.0009889104514551193,0.9709620813291051,0.0009889104514551193,0.45622949568863014,-4.913707126891048e-06,0.45622949568863014,-4.913707126891048e-06,-0.514732585640475,-0.0009938241585820103
rwtd_185,0.1484415488259849,0.06661760279943214,0.5650879443010793,-0.011215796067046663,0.5650879443010793,-0.011215796067046663,0.5650879443010793,-0.011215796067046663,0.4166463954750944,-0.0778333988664788,0.0,0.0
rwtd_186,0.31670024563156046,0.05506031541839355,0.5725886585564972,0.042003240291608936,0.5725886585564972,0.042003240291608936,0.5725886585564972,0.042003240291608936,0.25588841292493675,-0.013057075126784612,0.0,0.0
rwtd_188,0.08647374549147623,0.0002507177998854389,0.5002587545274197,0.0006602845624044458,0.5002587545274197,0.0006602845624044458,0.5002587545274197,0.0006602845624044458,0.4137850090359435,0.00040956676251900696,0.0,0.0
rwtd_189,0.3553924560541452,0.06391177059994982,0.7794494628894356,-0.07069069858413148,0.7794494628894356,-0.07069069858413148,0.7794494628894356,-0.07069069858413148,0.4240570068352904,-0.1346024691840813,0.0,0.0
rwtd_194,0.2528055138280086,0.050873354817875124,0.10270741308301719,0.007673683469447432,0.10270741308301719,0.007673683469447432,0.6814452062233508,0.30615777495083446,0.4286396923953422,0.2552844201329593,0.5787377931403336,0.29848409148138705
rwtd_197,0.0,0.0,0.647259985511283,0.11097535498208726,0.647259985511283,0.11097535498208726,0.647259985511283,0.11097535498208726,0.647259985511283,0.11097535498208726,0.0,0.0
rwtd_200,0.6805873903598902,-0.012760225734240979,0.9600257578712105,0.9501218529193634,0.9600257578712105,0.9501218529193634,0.9600257578712105,0.9501218529193634,0.27943836751132023,0.9628820786536043,0.0,0.0
rwtd_201,0.025835064975263358,0.0009319176162379909,0.49786152802029915,0.00019979544000206837,0.49786152802029915,0.00019979544000206837,0.49786152802029915,0.00019979544000206837,0.4720264630450358,-0.0007321221762359225,0.0,0.0
rwtd_202,0.18753724918838147,-0.06675056171964643,0.974462754163176,0.9672672448307412,0.974462754163176,0.9672672448307412,0.974462754163176,0.9672672448307412,0.7869255049747945,1.0340178065503876,0.0,0.0
rwtd_205,0.5882855515462535,0.11271474483880527,0.9837411954648411,0.9646705536479586,0.9837411954648411,0.9646705536479586,0.9837411954648411,0.9646705536479586,0.39545564391858756,0.8519558088091533,0.0,0.0
rwtd_207,0.9961760300787222,0.9926890534210928,0.9689771712760841,0.9414930514302279,0.9689771712760841,0.9414930514302279,0.9689771712760841,0.9414930514302279,-0.02719885880263817,-0.05119600199086494,0.0,0.0
rwtd_210,0.9641798487382215,0.922634069439624,0.4747689295247917,-0.004522310991644753,0.4747689295247917,-0.004522310991644753,0.9448425262424768,0.9015226881521619,-0.019337322495744713,-0.02111138128746215,0.47007359671768506,0.9060449991438067
rwtd_213,0.5710243783064096,0.0015039448983145446,0.9941852219508077,0.9900111023158359,0.9941852219508077,0.9900111023158359,0.9941852219508077,0.9900111023158359,0.4231608436443981,0.9885071574175214,0.0,0.0
rwtd_214,0.348670894614935,0.1651665230003222,0.7063728880531442,0.2968348025012567,0.7063728880531442,0.2968348025012567,0.7063728880531442,0.2968348025012567,0.35770199343820924,0.13166827950093452,0.0,0.0
rwtd_215,0.6409170638354371,0.13572682550875148,0.8791287975619368,0.707089770113413,0.8791287975619368,0.707089770113413,0.8791287975619368,0.707089770113413,0.23821173372649973,0.5713629446046615,0.0,0.0
rwtd_216,0.5862848917894647,0.0669856784563618,0.5031433541733354,0.012101767673455605,0.5031433541733354,0.012101767673455605,0.5031433541733354,0.012101767673455605,-0.0831415376161293,-0.0548839107829062,0.0,0.0
rwtd_219,0.5426306971130055,0.06510338386141323,0.5344047910038279,-0.0006392309891561692,0.5344047910038279,-0.0006392309891561692,0.5344047910038279,-0.0006392309891561692,-0.008225906109177616,-0.0657426148505694,0.0,0.0
rwtd_221,0.8101920939805994,0.6683847182914927,0.5119045800935996,-0.0008501162798174613,0.5119045800935996,-0.0008501162798174613,0.5119045800935996,-0.0008501162798174613,-0.2982875138869998,-0.6692348345713102,0.0,0.0
rwtd_222,0.9167397020100366,0.9135206970310382,0.7447967529285511,-0.014826650799960093,0.7447967529285511,-0.014826650799960093,0.7447967529285511,-0.014826650799960093,-0.17194294908148555,-0.9283473478309983,0.0,0.0
rwtd_224,0.7365692742679041,0.4118283713035045,0.5984967344098251,0.10775244443254048,0.5984967344098251,0.10775244443254048,0.5984967344098251,0.10775244443254048,-0.138072539858079,-0.3040759268709641,0.0,0.0
rwtd_228,0.0021543764618949983,-0.0033833563506111483,0.4618059830104921,-0.002331751925783568,0.4618059830104921,-0.002331751925783568,0.9369537116814339,0.1866451912007377,0.934799335219539,0.19002854755134885,0.47514772867094185,0.18897694312652125
rwtd_229,0.03404760192696467,0.008358615176789552,0.9891470609622363,0.9818800282955529,0.9891470609622363,0.9818800282955529,0.5335210060883487,-0.016697498632498777,0.4994734041613841,-0.02505611380928833,-0.4556260548738875,-0.9985775269280517
rwtd_236,0.9777494014334309,0.9579099462624744,0.5407907635325426,0.00618391036991681,0.5407907635325426,0.00618391036991681,0.5407907635325426,0.00618391036991681,-0.4369586379008883,-0.9517260358925576,0.0,0.0
rwtd_237,0.979703514966183,0.9576712258777283,0.4976424874437535,-0.0011026243223553125,0.4976424874437535,-0.0011026243223553125,0.4976424874437535,-0.0011026243223553125,-0.4820610275224295,-0.9587738502000837,0.0,0.0
rwtd_238,0.5416259765616735,-0.00270627514600254,0.9591616321814467,0.927497976266001,0.5522281970446996,0.0041459888017929365,0.9798736957688636,0.9557564870262469,0.4382477192071901,0.9584627621722495,0.02071206358741695,0.02825851076024599
rwtd_240,0.8489631549693367,0.6406340245965265,0.4909037366656454,-0.007376310356021653,0.4909037366656454,-0.007376310356021653,0.4909037366656454,-0.007376310356021653,-0.3580594183036913,-0.6480103349525481,0.0,0.0
rwtd_243,0.1512748756207146,0.14532028078348305,0.49563718624910436,0.5723275147999483,0.49563718624910436,0.5723275147999483,0.49563718624910436,0.5723275147999483,0.34436231062838973,0.42700723401646523,0.0,0.0
rwtd_244,0.888765338944266,0.6741623096433935,0.5277913610414742,0.31058370149029463,0.5277913610414742,0.31058370149029463,0.5277913610414742,0.31058370149029463,-0.36097397790279184,-0.3635786081530989,0.0,0.0
rwtd_245,0.09657219722599246,-0.035897124810031544,0.7907242839132281,0.6911606555293908,0.7907242839132281,0.6911606555293908,0.530076243040998,0.14203086373415472,0.4335040458150055,0.17792798854418626,-0.26064804087223015,-0.549129791795236
rwtd_246,0.04677697043961955,-0.0018933589089922158,0.5166679533690779,9.653520896976162e-05,0.5166679533690779,9.653520896976162e-05,0.9617061611344022,0.9273918117588889,0.9149291906947826,0.9292851706678811,0.4450382077653243,0.9272952765499191
rwtd_247,0.8544231459985814,0.7463617996155766,0.97963421224513,0.9567750077302914,0.97963421224513,0.9567750077302914,0.97963421224513,0.9567750077302914,0.12521106624654865,0.21041320811471487,0.0,0.0
rwtd_250,0.2969586657912401,-0.03677567967131537,0.5500977671241484,-0.0403456713108509,0.5500977671241484,-0.0403456713108509,0.5500977671241484,-0.0403456713108509,0.2531391013329083,-0.0035699916395355302,0.0,0.0
rwtd_251,0.05289156626490093,0.0014755488279535151,0.5108624094791007,0.0048094474078097275,0.5108624094791007,0.0048094474078097275,0.5108624094791007,0.0048094474078097275,0.45797084321419973,0.0033338985798562126,0.0,0.0
rwtd_252,0.9682399999922541,0.9715932010147263,0.8096008300768897,-0.008119781969688737,0.8096008300768897,-0.008119781969688737,0.8096008300768897,-0.008119781969688737,-0.15863916991536442,-0.9797129829844151,0.0,0.0
rwtd_253,0.7542357551982085,0.5642837599852611,0.9168115941995767,0.8645921448665124,0.9168115941995767,0.8645921448665124,0.9168115941995767,0.8645921448665124,0.16257583900136818,0.3003083848812512,0.0,0.0
rwtd_254,0.7044144013163144,0.39346122219930557,0.5562170826645962,7.336181792320795e-05,0.5562170826645962,7.336181792320795e-05,0.5562170826645962,7.336181792320795e-05,-0.14819731865171815,-0.39338786038138235,0.0,0.0
rwtd_256,0.9704541309472599,0.9415528348539203,0.9916770450442219,0.9833460330419198,0.9916770450442219,0.9833460330419198,0.9916770450442219,0.9833460330419198,0.021222914096962087,0.041793198187999536,0.0,0.0
rwtd_257,0.9863628940021788,0.9796280946567065,0.6286006972041028,0.001284561204823263,0.6286006972041028,0.001284561204823263,0.6286006972041028,0.001284561204823263,-0.35776219679807597,-0.9783435334518833,0.0,0.0
rwtd_258,0.07709771437313362,0.003681306763658946,0.4900090974064429,-0.0012786585775955935,0.4900090974064429,-0.0012786585775955935,0.4900090974064429,-0.0012786585775955935,0.41291138303330926,-0.00495996534125454,0.0,0.0
rwtd_259,0.2701549468778524,-0.06789496749561118,0.9767272727221988,0.9719764119653803,0.9767272727221988,0.9719764119653803,0.9767272727221988,0.9719764119653803,0.7065723258443464,1.0398713794609915,0.0,0.0
rwtd_260,0.977608722431386,0.9561189969319525,0.5137406846118179,0.00195816882422746,0.5137406846118179,0.00195816882422746,0.5137406846118179,0.00195816882422746,-0.4638680378195681,-0.954160828107725,0.0,0.0
rwtd_261,0.9110256762291946,0.8479744623902096,0.6653469622792518,0.17952358600185359,0.6653469622792518,0.17952358600185359,0.6653469622792518,0.17952358600185359,-0.24567871394994278,-0.668450876388356,0.0,0.0
rwtd_262,0.1641604350777317,-0.00617972721074247,0.9689969811031884,0.9449817883113084,0.9689969811031884,0.9449817883113084,0.9689969811031884,0.9449817883113084,0.8048365460254567,0.9511615155220509,0.0,0.0
rwtd_263,0.3189033189022963,0.12263204117222017,0.6524223078532765,0.19882880497657152,0.6524223078532765,0.19882880497657152,0.6524223078532765,0.19882880497657152,0.3335189889509802,0.07619676380435135,0.0,0.0
