image_id,iou,iou_inv,iou_inv_robust,used_inversion,pred_fg_ratio,gt_fg_ratio,agg_iou,agg_iou_inv,agg_iou_inv_robust,agg_used_inversion,agg_num_segments
rwtd_347,0.16542093445292896,0.7040985113028845,0.7040985113028845,1,0.5733184814453125,0.5829620361328125,0.9381484738095872,0.9126733586347985,0.9381484738095872,0,3
rwtd_348,0.9818913061596688,0.002452719587819324,0.9818913061596688,0,0.721405029296875,0.7298126220703125,0.9818913061596688,0.9528153336586019,0.9818913061596688,0,1
rwtd_349,0.9513238161119948,0.029045388219026337,0.9513238161119948,0,0.7213134765625,0.69903564453125,0.9808714822978039,0.9560903001731798,0.9808714822978039,0,1
rwtd_350,0.0009408812921434937,0.9614792312720796,0.9614792312720796,1,0.6963653564453125,0.2776031494140625,0.9085124505231181,0.9614792312720796,0.9614792312720796,1,1
rwtd_351,0.4828018084065734,0.5044433318730045,0.5044433318730045,1,0.97430419921875,0.507049560546875,0.8810907465352762,0.889077312279089,0.889077312279089,1,1
rwtd_352,0.0,0.0,0.0,0,0.0,0.2394866943359375,0.23948669433590097,0.7605133056639465,0.7605133056639465,1,1
rwtd_357,0.0,0.005273649415859991,0.005273649415859991,1,0.0031890869140625,0.3952789306640625,0.3965435424862007,0.6047210693358452,0.6047210693358452,1,2
rwtd_358,0.9522094726561048,0.03791067326518387,0.9522094726561048,0,0.9897308349609375,0.9624786376953125,0.9624786376951657,0.07018286488311024,0.9624786376951657,0,4
rwtd_359,0.410190283682857,0.012974355850639992,0.410190283682857,0,0.1893463134765625,0.4280853271484375,0.4280853271483722,0.6852285831193161,0.6852285831193161,1,1
rwtd_36,0.21859605911325064,0.4914628593728875,0.4914628593728875,1,0.607421875,0.2079010009765625,0.6642151561030613,0.9173176620976996,0.9173176620976996,1,4
rwtd_362,0.4310097577702979,0.517644126931298,0.517644126931298,1,0.8973388671875,0.5034942626953125,0.8132709362449626,0.8270871786638775,0.8270871786638775,1,2
rwtd_363,0.14396533938512732,0.007797616410436446,0.14396533938512732,0,0.0586090087890625,0.3644256591796875,0.36442565917963193,0.6656405627990611,0.6656405627990611,1,1
rwtd_364,0.2247774596767534,0.5321683643599895,0.5321683643599895,1,0.4966583251953125,0.69793701171875,0.8387480935167376,0.6960340278048537,0.8387480935167376,0,2
rwtd_365,0.2950360755169222,0.5894340556398973,0.5894340556398973,1,0.7790374755859375,0.4068603515625,0.7922897030682473,0.8642301278486048,0.8642301278486048,1,2
rwtd_366,0.054298201432995775,0.7927670644119231,0.7927670644119231,1,0.4788055419921875,0.5113525390625,0.8497667514840835,0.8306846696138038,0.8497667514840835,0,4
rwtd_367,0.0006860789788590848,0.9287606711802255,0.9287606711802255,1,0.5783538818359375,0.3786468505859375,0.8950715421300423,0.9287606711802255,0.9287606711802255,1,1
rwtd_371,0.8023005294866524,0.003381626496037632,0.8023005294866524,0,0.3383636474609375,0.4147491455078125,0.8023005294866524,0.8757259267758808,0.8757259267758808,1,1
rwtd_373,0.3702372961660737,0.007963192355332991,0.3702372961660737,0,0.290283203125,0.768798828125,0.7687988281248828,0.31811380445463683,0.7687988281248828,0,5
rwtd_374,0.810169231947192,0.1748291925465567,0.810169231947192,0,0.9789886474609375,0.82452392578125,0.8898729366664646,0.42936643835579674,0.8898729366664646,0,5
rwtd_376,0.07927975515402624,0.8714464325973331,0.8714464325973331,1,0.72662353515625,0.333404541015625,0.7275294322078598,0.8714464325973331,0.8714464325973331,1,1
rwtd_377,0.9085747428186287,0.08839559093691238,0.9085747428186287,0,0.996429443359375,0.91162109375,0.9665974214394819,0.7067168500279289,0.9665974214394819,0,5
rwtd_378,0.9858873187739061,0.005405488413519034,0.9858873187739061,0,0.8250885009765625,0.826080322265625,0.9858873187739061,0.9349132458730978,0.9858873187739061,0,1
rwtd_38,0.07116469307648,0.8416132524528996,0.8416132524528996,1,0.8131561279296875,0.177886962890625,0.5026992356617122,0.8553071877926558,0.8553071877926558,1,3
rwtd_380,0.240148630671095,0.7524181576684503,0.7524181576684503,1,0.974365234375,0.263153076171875,0.26315307617183487,0.7639309411839265,0.7639309411839265,1,1
rwtd_382,0.04128319339468265,0.9288092625523234,0.9288092625523234,1,0.7897186279296875,0.234039306640625,0.7751823922501532,0.9306700446190481,0.9306700446190481,1,2
rwtd_383,0.25580098516059113,0.6775668202763728,0.6775668202763728,1,0.8128662109375,0.4241943359375,0.8438795436634198,0.8885928026596693,0.8885928026596693,1,1
rwtd_387,0.7054480019851666,0.012091073082734128,0.7054480019851666,0,0.1848297119140625,0.23455810546875,0.7054480019851666,0.9123636162237317,0.9123636162237317,1,1
rwtd_388,0.9385905471790028,0.00042113143980153464,0.9385905471790028,0,0.3385772705078125,0.3598785400390625,0.9385905471790028,0.9665698344628196,0.9665698344628196,1,1
rwtd_389,0.10755439680698668,0.770788815639743,0.770788815639743,1,0.619354248046875,0.4307403564453125,0.8390090976146917,0.8630158481089851,0.8630158481089851,1,1
rwtd_39,0.34674666707477897,0.6512298583983381,0.6512298583983381,1,0.9969024658203125,0.345672607421875,0.7426238145412967,0.8794372917607505,0.8794372917607505,1,2
rwtd_391,0.7301953357666463,0.22917136324108256,0.7301953357666463,0,0.9467010498046875,0.7819366455078125,0.9194055034013177,0.6863429968559648,0.9194055034013177,0,4
rwtd_392,0.4800229549895338,0.5091918247189542,0.5091918247189542,1,0.9789886474609375,0.47705078125,0.48019941238974806,0.5229492187499202,0.5229492187499202,1,6
rwtd_393,0.12580538575907574,0.012375907047141439,0.12580538575907574,0,0.054962158203125,0.3609619140625,0.36096191406244493,0.6612898063689132,0.6612898063689132,1,1
