image_id,v11_iou,v11_ari,v9_iou,v9_ari,delta_iou_vs_v9,delta_ari_vs_v9,proposal_count_dense,source,switched,v9_cov_union,best_cov_union,best_prec_union,best_area_u
228,0.9899825353379577,0.9815304017119233,0.9899825353379577,0.9815304017119233,0.0,0.0,35,v9_keep,0,0.4636256145373079,0.4636256145373079,0.9886537057925818,0.46894641856991726
229,0.9949009323973087,0.9914670007420535,0.9949009323973087,0.9914670007420535,0.0,0.0,39,v9_keep,0,0.42338092411509265,0.42338092411509265,0.9920210819120123,0.42678621637664405
236,0.9860848595418559,0.974106791249201,0.9860848595418559,0.974106791249201,0.0,0.0,29,v9_keep,0,0.46254507024742014,0.46254507024742014,0.9835426305353602,0.4702847196319781
237,0.9473154784328325,0.9003190835578169,0.9473154784328325,0.9003190835578169,0.0,0.0,29,v9_keep,0,0.46933178712467877,0.46933178712467877,0.9937947969206264,0.47226227041935687
238,0.9629177682836318,0.9343296550897707,0.9629177682836318,0.9343296550897707,0.0,0.0,34,v9_keep,0,0.43589105445721665,0.5485386302477874,1.0,0.5485386302477874
24,0.9467764789147469,0.9548487110544254,0.9467764789147469,0.9548487110544254,0.0,0.0,35,v9_keep,0,0.17143312355612203,0.17143312355612203,0.9974969871141188,0.17186329960965507
240,0.8677607929963772,0.7896682113709116,0.8677607929963772,0.7896682113709116,0.0,0.0,48,v9_keep,0,0.36517126449371745,0.36517126449371745,0.9764843717310348,0.373965293316851
243,0.42015262164532674,-0.03028412900423097,0.42015262164532674,-0.03028412900423097,0.0,0.0,49,v9_keep,0,0.40021082220660575,0.14543537979939947,1.0,0.14543537979939947
244,0.9193382772337744,0.9105587738809587,0.9193382772337744,0.9105587738809587,0.0,0.0,35,v9_keep,0,0.285564716660123,0.285564716660123,1.0,0.285564716660123
245,0.8457598578024095,0.6376135880813321,0.8457598578024095,0.6376135880813321,0.0,0.0,53,v9_keep,0,0.5558763718778621,0.5558763718778621,0.9902109891325388,0.5613716450115649
246,0.9851280903157158,0.9718193871531178,0.9851280903157158,0.9718193871531178,0.0,0.0,40,v9_keep,0,0.4705408711540546,0.4705408711540546,0.9865593143302382,0.4769514253418188
247,0.7347823231967471,0.5675086968359505,0.7347823231967471,0.5675086968359505,0.0,0.0,45,v9_keep,0,0.3447358121330724,0.3447358121330724,0.9839142091152815,0.35037181996086103
25,0.977985453972871,0.9658395695669256,0.977985453972871,0.9658395695669256,0.0,0.0,34,v9_keep,0,0.3943435995847359,0.3949255985151162,1.0,0.3949255985151162
250,0.8904878048737049,0.8639271317788163,0.8904878048737049,0.8639271317788163,0.0,0.0,36,v9_keep,0,0.28500289700746956,0.28500289700746956,0.9969871268145714,0.28586416949842625
251,0.9748886689727397,0.9510527571343622,0.9748886689727397,0.9510527571343622,0.0,0.0,47,v9_keep,0,0.48199919237101235,0.48199919237101235,0.9844562872731887,0.48960954244711585
252,0.813964843748758,-0.0015955496373600126,0.813964843748758,-0.0015955496373600126,0.0,0.0,30,v9_keep,0,0.9991953951847496,0.9991953951847496,0.986375022911957,1.012997462400198
253,0.774410862668027,0.5435822781671439,0.774410862668027,0.5435822781671439,0.0,0.0,42,v9_keep,0,0.4661894290804616,0.4661894290804616,0.9831432149747825,0.4741826236296808
254,0.9915753424623576,0.9850390805159858,0.9915753424623576,0.9850390805159858,0.0,0.0,57,v9_keep,0,0.444338870839208,0.444338870839208,0.9970426409903714,0.4456568381045792
256,0.9908568998481491,0.9817125176798824,0.9908568998481491,0.9817125176798824,0.0,0.0,38,v9_keep,0,0.5008648114402199,0.5008648114402199,0.9942673206621705,0.5037526639280971
257,0.9757812499959877,0.9641918432691324,0.9757812499959877,0.9641918432691324,0.0,0.0,38,v9_keep,0,0.36945682321044593,0.37107731621427903,1.0,0.37107731621427903
258,0.9439971313982984,0.8978832730180341,0.9439971313982984,0.8978832730180341,0.0,0.0,32,v9_keep,0,0.44438592958597295,0.44438592958597295,0.9907110052142685,0.4485525317141928
259,0.9818177905904768,0.9476778727770488,0.9818177905904768,0.9476778727770488,0.0,0.0,56,v9_keep,0,0.7018070875381366,0.7018070875381366,0.9796881142707378,0.7163576625205351
