image_id,selected_source,selected_run_idx,predicted_iou,actual_iou,actual_ari
rwtd_471,run0_union,0,0.5951130390167236,0.3225059922294301,0.21867153510079235
rwtd_472,rwtd_472_p01_m00.png,2,0.9151528477668762,0.9474996458395027,0.8900976919780704
rwtd_473,run3_union,3,0.7996739149093628,0.8326886257944893,0.531597285304292
rwtd_474,run3_union,3,0.7355954647064209,0.798118668594954,0.1980379832772892
rwtd_475,run0_union,0,0.9390387535095215,0.948537481507495,0.8722255544374884
rwtd_476,run0_union,0,0.9324126839637756,0.9537511892860703,0.8812926638446286
rwtd_478,run3_union,3,0.9167851805686951,0.9613765215921265,0.8859965520510692
rwtd_479,rwtd_479_p01_m00.png,2,0.909550130367279,0.934787167111189,0.9487478204348421
rwtd_485,run1_union,1,0.7884243726730347,0.9143352509976015,0.9226346065388099
rwtd_492,run2_union,2,0.9599093794822693,0.9743869936008145,0.9421879780629903
