baseline_ari,baseline_iou,image_id,merged_components,proposal_count,union_ari,union_iou,v2_ari,v2_delta,v2_frag,v2_iou,v2_score,v2_var
0.6086340866705056,0.7804218436531921,0,3,9,0.0011571793143671555,0.4593899644111999,0.10802036823120843,3.0569427013397217,0.0,0.3322700280355722,0.7376163005828857,0.8874015808105469
0.8672263347731958,0.9176133168320908,1,3,3,-0.01518131115263003,0.48190343702664257,0.8966874288354468,2.446582555770874,0.0,0.9363999325145566,0.5686712265014648,0.6078475117683411
0.330593050730688,0.5585734230218085,10,2,2,0.18742615758285697,0.49167943945589737,0.0044653064933413865,3.05047869682312,1.0,0.14976393680735936,0.639684796333313,0.29320672154426575
,,11,24,0,0.0,0.0,0.24457825699700442,4.769697189331055,2.5,0.7574846366053725,3.726538610458374,0.651463508605957
0.6686983200788077,0.8747991772654597,12,2,2,0.648142219904745,0.8674229356486115,0.01804072276591984,5.516135215759277,0.0,0.021240831295789422,0.8236923217773438,0.860441267490387
,,13,24,0,0.0,0.0,0.02420111710280242,3.3103508949279785,0.0,0.05523038605195996,2.814093142747879,1.1027950048446655
0.8372386217326327,0.9476881780198639,14,2,2,0.900814784684466,0.9689482417757946,-0.020887781814890982,3.9668118953704834,0.0,0.022203509663871274,0.7224358320236206,4.653155326843262
0.6998388289007773,0.8690930098184023,15,3,3,0.0038920511812104417,0.6144087905658117,0.8648701224547864,5.824611663818359,0.0,0.9081918889321152,0.5960106253623962,0.10359911620616913
0.15803903490497273,0.22513800424532848,16,3,3,-0.047248060063718615,0.5150704554748946,0.15948756576949888,1.3899201154708862,0.0,0.2270566261982042,0.5958091616630554,1.0669348239898682
0.1989776070972929,0.36458645058731476,17,5,6,-0.0009633354551444621,0.5123238876692084,0.20250184933815352,2.56406569480896,0.0,0.368937179161693,0.16776707768440247,0.790243923664093
0.8275968703702322,0.8598450817063841,18,2,3,0.08788743485098154,0.7068930122378942,0.8412561440978776,4.598862171173096,0.0,0.8713061214557674,0.5619019269943237,0.37849894165992737
0.5917564911867687,0.6776392307465915,19,4,5,-0.015589851028337947,0.4709775139262483,0.021491287094513752,1.680322527885437,0.0,0.09324262382067201,0.28131648898124695,1.062819004058838
0.4909711364949925,0.7154637770005079,2,3,4,-0.001389766152666168,0.5026863053232605,0.532415443361973,3.42578387260437,0.0,0.7429973420517754,0.5084086656570435,0.44548457860946655
0.3196654757547524,0.562877466108154,20,1,2,0.44845503000255926,0.6676285062362929,0.46724501486628367,0.968495786190033,0.0,0.6817785527417223,0.5432319045066833,0.7460974454879761
-0.04442729199373402,0.03729933197441373,21,1,1,-0.04442729199373402,0.03729933197441373,-0.04444118858290959,2.9658803939819336,0.0,0.03731421004859579,0.8301346302032471,0.5644182562828064
0.007130118530973506,0.16638224072123983,22,5,6,0.004953127912473056,0.4052630071868537,0.09955977615527835,2.0080041885375977,0.0,0.36575789108516715,0.7011210918426514,0.07053772360086441
0.9120052742964901,0.964434853280557,23,3,3,0.04082519464908272,0.6367236195632531,0.8576937370720934,2.6678221225738525,0.0,0.9023104795026007,0.5886451005935669,1.4267776012420654
0.6002067655306758,0.8199996283272565,24,3,4,0.03705424775140465,0.6063281824863667,-0.030631740224393144,3.1618106365203857,0.0,0.08344794260847592,0.6113224625587463,1.8564096689224243
0.8753210193585398,0.9286560679326125,25,4,4,-0.010728611575989592,0.49863680403664035,0.1268337489405039,3.3988568782806396,0.0,0.4309640036495179,0.07976151257753372,0.7965962886810303
0.6822227697482044,0.8031530408761167,26,3,3,0.45100056527884747,0.6990345105741271,-0.0013577811288583814,3.0194814205169678,0.0,0.1863383754736222,0.6215137243270874,1.227264165878296
0.8368202483973627,0.8782941595428563,27,1,2,0.8527421479513599,0.8905804843291628,0.8487321315871054,2.6881606578826904,0.0,0.8875024110852301,0.583193838596344,0.7536512613296509
0.6909526290905902,0.8974685849544786,28,3,3,0.004928603768340763,0.7456938770616935,0.8089874756952342,4.092463493347168,0.0,0.8215850986046239,0.5381383895874023,2.086960792541504
0.9106526464255018,0.9116608950422493,29,4,4,-0.0043867377140835995,0.746774358610438,0.9693691131365533,5.901094913482666,0.0,0.9690335988882264,0.23047186434268951,0.22576193511486053
0.9343603119616886,0.9753368854501272,3,2,3,0.027279985393748128,0.6675117674383674,0.9314515635672529,6.13264799118042,0.0,0.9481260265762337,0.5967775583267212,0.6570743918418884
0.7566797752002198,0.8724048697263059,30,3,5,0.00040923624332900326,0.48128316756096273,-2.9817383981212233e-05,1.6415674686431885,0.0,0.02120369014490788,0.6577984094619751,1.175782561302185
0.7426157380300257,0.8683401167592988,31,3,3,0.004322299944387224,0.5128929957338998,0.018701665136658045,4.819167613983154,0.0,0.15735608482594474,0.6106438040733337,0.10784687846899033
0.009632093893587297,0.18083685733161764,32,2,2,0.1759037676671565,0.5817344589359449,0.012666749463256006,3.3891654014587402,0.0,0.19285793500950582,0.6790769696235657,0.5589935183525085
0.15731217972040235,0.5770407028453708,33,4,4,0.542214529969713,0.8225557809308383,-0.022560529022925834,2.6345596313476562,0.0,0.04129837112353653,0.12815001606941223,0.14083315432071686
